Num_Pages,Age,Ratings_Count_Log,Text_Reviews_Count_Log,Author_TargetEnc,Publisher_TargetEnc,Author_Frequency,Publisher_Frequency,Language_Code_French,Language_Code_German,Language_Code_Japanese,Language_Code_Others,Language_Code_Spanish
364,25,9.290721483922995,6.419994928147142,3.926584352759415,3.851068366327085,17,16,False,False,False,False,False
351,19,8.607764889600624,5.442417710521793,3.9243434113185653,3.8873789108847236,1,29,False,False,False,False,False
116,16,10.050095572172218,7.160845906664299,3.931616138591292,3.9375111009801684,1,15,False,False,False,False,False
198,19,12.215235537722009,8.150179269682326,4.0175163249708365,3.9887606740193933,7,16,False,False,False,False,False
160,20,9.84161214881804,6.343880434126331,3.9743434113185647,4.099299511402266,1,36,False,False,False,False,False
429,21,3.5553480614894135,1.9459101490553132,3.9689814603753515,3.962077283674096,2,13,False,False,False,False,False
190,20,6.709304340258298,3.4657359027997265,3.947698394607444,3.944641572975874,4,52,False,False,False,False,False
636,21,8.478452363099807,5.755742213586912,4.0225185016336145,3.8811015303836567,5,106,False,False,False,False,False
15,27,4.6913478822291435,2.995732273553991,3.936161593136747,3.957521348038786,1,3,False,False,False,False,False
99,26,5.877735781779639,3.4339872044851463,3.9070706840458382,3.8328240635210094,1,14,False,False,False,False,False
907,21,7.698029170272805,3.4965075614664802,4.051481460375352,3.966085852829641,2,34,False,False,False,False,False
244,23,7.484930283289661,5.3981627015177525,3.9434343204094744,3.9425120662827924,1,13,False,False,False,False,False
240,21,6.634633357861686,4.330733340286331,3.9416161385912925,3.975982886500325,1,3,False,False,False,False,False
208,31,10.802082635874594,5.910796644040527,4.166269823178872,4.121322739262106,4,11,False,False,False,False,False
339,23,9.201400530406708,6.618738983517219,3.966161593136747,3.8920899410596244,1,32,False,False,False,False,False
144,20,2.5649493574615367,0.6931471805599453,3.9525252295003837,3.869851834966948,1,5,False,False,False,False,False
374,24,10.975225266531696,7.149131598557407,4.049928307242071,3.9450544612647884,21,41,False,False,False,False,False
456,20,6.309918278226516,3.7612001156935624,3.931616138591292,3.906269823178873,1,4,False,False,False,False,False
385,24,5.318119993844216,2.5649493574615367,3.9965608345002,3.9582905788080165,11,3,False,False,False,False,False
496,20,7.202661196523238,5.187385805840755,4.012136732654171,3.9477777757834978,3,117,False,False,False,False,False
320,23,8.304247465078474,5.560681631015528,3.9434343204094744,3.89190820705444,1,36,False,False,False,False,False
379,38,10.18074042949737,7.3901814282264295,4.016518501633614,3.938535342022919,5,12,False,False,False,False,False
72,25,0.6931471805599453,0.6931471805599453,3.7789814603753515,3.8843434113185653,2,1,False,False,False,False,False
355,22,11.655856294159264,8.303504798872783,3.9414529817117008,3.8930972190563025,16,70,False,False,False,False,False
144,39,2.4849066497880004,0.6931471805599453,3.9697979567731108,4.007560380967483,1,36,False,False,False,False,False
336,23,6.486160788944089,4.219507705176107,3.965648127042018,3.995650786414407,2,25,False,False,False,False,False
178,29,1.0986122886681098,0.0,3.9231481270420185,3.9231481270420185,2,2,False,False,True,False,False
134,24,3.5263605246161616,1.3862943611198906,3.947979774954929,3.95772945758714,1,13,False,False,False,False,False
468,22,10.529452721013085,7.036148493750536,4.0086110952815135,3.8920899410596244,6,32,False,False,False,False,False
384,22,5.993961427306569,3.7612001156935624,3.967070684045838,3.973398677912013,1,7,False,False,False,False,False
534,24,7.087573705557973,3.6375861597263857,4.010486095281514,3.967070684045838,6,1,False,False,False,False,False
496,20,4.59511985013459,1.791759469228055,3.950598271115709,3.9188395005445384,3,35,False,False,False,False,False
369,25,9.423433587436891,5.802118375377063,3.9064814603753515,3.8811015303836567,2,106,False,False,False,False,False
464,28,3.4339872044851463,1.6094379124341003,4.031269823178873,4.031269823178873,4,4,False,False,False,True,False
518,24,10.385481509633417,6.366470447731438,3.9452525022276563,3.9412560331413964,1,36,False,False,False,False,False
359,26,11.258433135362765,8.452334619067742,3.947979774954929,3.9477777757834978,1,117,False,False,False,False,False
105,27,11.616861967202038,8.892611378172106,3.8755555374645874,3.9234920544465792,4,18,False,False,False,False,False
1054,31,6.336825731146441,3.4339872044851463,3.983434320409474,4.1915250495000835,1,41,False,False,False,False,False
